WO #,Client,Status,Status_Category,State,Category,Order Type,Priority,DNE,Vendor NTE,Grand Total,Labor Amt,Material Amt,Vendor Invoice Total,Vendor_Code,Vendor,NTE_Category,Invoice_Date,Has_Vendor_Invoice,Revenue_Match,Cost_Match,Profit_Margin,Manager
100861,Client A,Invoiced,1_Completed_Paid,IL,Electrician,Lighting General,Normal - 30 days ,75.50,54.00,75.50,57.50,18.00,54.00,Vendor 012,Vendor 012,Under NTE,7/20/2025,YES,Match,Match,21.50,Manager 03
100881,Client A,Invoiced,1_Completed_Paid,IL,"Glass, Windows, and Mirrors","Glass, Windows, and Mirrors - General Repairs",Normal - 30 days ,230.00,203.00,230.00,230.00,0.00,203.00,Vendor 012,Vendor 012,Under NTE,7/20/2025,YES,Match,Match,27.00,Manager 03
100897,Client A,Invoiced,1_Completed_Paid,IL,"Doors, Frames & Hardware",Door Hardware,Normal - 30 days ,285.00,218.00,285.00,210.00,75.00,218.00,Vendor 012,Vendor 012,Under NTE,7/22/2025,YES,Match,Match,67.00,Manager 03
100902,Client A,Invoiced,1_Completed_Paid,TX,Splash Pads,Splash Pad Maintenance,Normal - 30 days ,714.45,600.00,714.45,575.00,0.00,600.00,Vendor 002,Vendor 002,Under NTE,7/20/2025,YES,Match,Match,114.45,Manager_Unknown
100903,Client A,Invoiced,1_Completed_Paid,TX,Splash Pads,Splash Pad Maintenance,Normal - 30 days ,714.45,600.00,714.45,575.00,0.00,600.00,Vendor 002,Vendor 002,Under NTE,7/22/2025,YES,Match,Match,114.45,Manager_Unknown
100904,Client A,Invoiced,1_Completed_Paid,TX,Splash Pads,Splash Pad Maintenance,Normal - 30 days ,714.45,600.00,714.45,575.00,0.00,600.00,Vendor 002,Vendor 002,Under NTE,7/20/2025,YES,Match,Match,114.45,Manager_Unknown
100907,Client A,Invoiced,1_Completed_Paid,TX,Splash Pads,Splash Pad Maintenance,Normal - 30 days ,714.45,600.00,714.45,575.00,0.00,600.00,Vendor 002,Vendor 002,Under NTE,7/20/2025,YES,Match,Match,114.45,Manager_Unknown
100909,Client A,Invoiced,1_Completed_Paid,IL,Handyman,Handyman General,Normal - 30 days ,140.00,106.00,140.00,75.00,0.00,106.00,Vendor 012,Vendor 012,Under NTE,7/22/2025,YES,Match,Match,34.00,Manager 03
100916,Client A,Invoiced,1_Completed_Paid,IL,"Doors, Frames & Hardware",Door Closers ,Urgent - 24-48 hours,228.50,165.00,228.50,172.50,6.00,165.00,Vendor 012,Vendor 012,Under NTE,7/23/2025,YES,Match,Match,63.50,Manager 03
100918,Client A,Declined,5_Rejected_Cancelled,TX,Ponds,Pond Repairs,Urgent - 24-48 hours,500.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Different,Match,,Manager 03
100922,Client A,Invoiced,1_Completed_Paid,TX,Plumbing,Toilet Repair,Normal - 30 days ,182.40,127.00,182.40,115.00,21.00,127.00,Vendor 022,Vendor 022,Under NTE,7/31/2025,YES,Match,Match,55.40,Manager 03
100933,Client B,Invoiced,1_Completed_Paid,TX,Painting,Painting Exterior,Priority 3 - 48 hours,1185.34,810.00,1185.34,840.00,185.00,810.00,Vendor 022,Vendor 022,Over NTE,7/28/2025,YES,Match,Match,375.34,Manager 04
100941,Client A,Invoiced,1_Completed_Paid,TX,Plumbing,Toilet Hardware,Normal - 30 days ,218.67,167.00,218.67,115.00,57.00,167.00,Vendor 022,Vendor 022,Under NTE,7/28/2025,YES,Match,Match,51.67,Manager 03
100951,Client A,Invoiced,1_Completed_Paid,IL,Electrician,Bulb Replacement,Normal - 30 days ,187.58,142.00,187.58,115.00,72.58,142.00,Vendor 012,Vendor 012,Under NTE,7/31/2025,YES,Match,Match,45.58,Manager 03
100962,Client B,Invoiced,1_Completed_Paid,TN,Applicances,Freezers,Priority 1 - 4 hours,12141.68,11154.92,12141.68,5360.00,3404.00,11154.92,Vendor 021,Vendor 021,Over NTE,9/30/2025,YES,Match,Match,986.76,Manager 05
100965,Client A,Invoiced,1_Completed_Paid,IL,Plumbing,Sink Repair,Normal - 30 days ,341.00,214.00,341.00,230.00,111.00,214.00,Vendor 012,Vendor 012,Under NTE,7/31/2025,YES,Match,Match,127.00,Manager 03
100966,Client A,Invoiced,1_Completed_Paid,IL,Stucco,Stucco Repairs,Normal - 30 days ,304.00,181.00,304.00,230.00,74.00,181.00,Vendor 012,Vendor 012,Under NTE,7/31/2025,YES,Match,Match,123.00,Manager 03
100971,Client A,Invoiced,1_Completed_Paid,IL,Handyman,Handyman General,Normal - 30 days ,115.00,88.00,115.00,115.00,0.00,88.00,Vendor 012,Vendor 012,Under NTE,7/30/2025,YES,Match,Match,27.00,Manager 03
100990,Client A,Invoiced,1_Completed_Paid,IL,Electrician,Lighting General,Normal - 30 days ,218.50,179.00,218.50,172.50,46.00,179.00,Vendor 012,Vendor 012,Under NTE,7/31/2025,YES,Match,Match,39.50,Manager 03
101010,Client A,Invoiced,1_Completed_Paid,IN,Applicances,Freezers,Urgent - 24-48 hours,580.75,478.50,580.75,420.00,85.75,478.50,Vendor 035,Vendor 035,Under NTE,7/31/2025,YES,Match,Match,102.25,Manager 03
101031,Client A,Invoiced,1_Completed_Paid,IL,Electrician,Lighting General,Normal - 30 days ,239.50,133.00,239.50,172.50,67.00,133.00,Vendor 012,Vendor 012,Under NTE,7/31/2025,YES,Match,Match,106.50,Manager 03
101036,Client A,Complete No Charge,1_Completed_Paid,TX,Splash Pads,Splash Pads General,Normal - 30 days ,250.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Different,Match,,Manager 03
101037,Client A,Invoiced,1_Completed_Paid,IL,Splash Pads,Splash Pads General,Urgent - 24-48 hours,265.00,191.00,265.00,230.00,35.00,191.00,Vendor 012,Vendor 012,Under NTE,7/31/2025,YES,Match,Match,74.00,Manager 03
101066,Client A,Invoiced,1_Completed_Paid,IL,Electrician,Lighting General,Normal - 30 days ,224.50,124.00,224.50,172.50,52.00,124.00,Vendor 012,Vendor 012,Under NTE,7/31/2025,YES,Match,Match,100.50,Manager 03
101067,Client A,Invoiced,1_Completed_Paid,IL,Plumbing,Toilet Repair,Normal - 30 days ,230.00,175.00,230.00,230.00,0.00,175.00,Vendor 012,Vendor 012,Under NTE,7/31/2025,YES,Match,Match,55.00,Manager 03
101068,Client A,Invoiced,1_Completed_Paid,IL,Painting,Painting General,Normal - 30 days ,207.50,108.00,207.50,172.50,35.00,108.00,Vendor 012,Vendor 012,Under NTE,7/31/2025,YES,Match,Match,99.50,Manager 03
101083,Client B,Complete No Charge,1_Completed_Paid,CA,Applicances,Slurpee Machines,Priority 2 - 24 hours,1000.00,310.00,0.00,0.00,0.00,,Vendor 035,Vendor 035,Under NTE,,NO,Different,Different,,Manager 06
101093,Client A,Invoiced,1_Completed_Paid,IL,Plumbing,Toilet Repair,Urgent - 24-48 hours,158.00,114.00,158.00,115.00,43.00,114.00,Vendor 012,Vendor 012,Under NTE,7/31/2025,YES,Match,Match,44.00,Manager 03
101131,Client B,Invoiced,1_Completed_Paid,TN,"Glass, Windows, and Mirrors","Glass, Windows, and Mirrors - General Repairs",Priority 1 - 4 hours,2413.77,1862.00,2413.77,595.00,1573.77,1862.00,Vendor 024,Vendor 024,Over NTE,8/31/2025,YES,Match,Match,551.77,Manager 05
101133,Client B,Complete No Charge,1_Completed_Paid,TX,Plumbing,Water Heater Replacement,Priority 2 - 24 hours,1000.00,0.00,0.00,0.00,0.00,,Vendor 036,Vendor 036,Under NTE,,NO,Different,Match,,Manager 08
101143,Client A,Complete No Charge,1_Completed_Paid,TX,HVAC,HVAC Repairs,Urgent - 24-48 hours,750.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Different,Match,,Manager 10
101147,Client B,Complete No Charge,1_Completed_Paid,CA,Applicances,Slurpee Machines,Priority 2 - 24 hours,1000.00,0.00,0.00,0.00,0.00,209.25,Vendor 034,Vendor 034,Under NTE,,YES,Different,Different,-209.25,Manager 06
101159,Client A,Complete No Charge,1_Completed_Paid,TX,HVAC,Thermostats,Urgent - 24-48 hours,750.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Different,Match,,Manager 10
101213,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visits,PM Visits,1077.09,755.00,1077.09,700.00,295.00,755.00,Vendor 022,Vendor 022,Over NTE,8/22/2025,YES,Match,Match,322.09,Manager 10
101218,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visits,PM Visits,1284.93,924.00,1284.93,700.00,487.00,924.00,Vendor 022,Vendor 022,Over NTE,8/24/2025,YES,Match,Match,360.93,Manager 10
101220,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visits,PM Visits,1229.99,889.00,1229.99,700.00,436.25,889.00,Vendor 022,Vendor 022,Over NTE,8/24/2025,YES,Match,Match,340.99,Manager 10
101221,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visits,PM Visits,1022.96,725.00,1022.96,700.00,245.00,725.00,Vendor 022,Vendor 022,Over NTE,8/24/2025,YES,Match,Match,297.96,Manager 10
101225,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visits,PM Visits,1380.19,978.00,1380.19,700.00,575.00,978.00,Vendor 022,Vendor 022,Over NTE,8/24/2025,YES,Match,Match,402.19,Manager 10
101228,Client A,Invoiced,1_Completed_Paid,IL,PM Visits,PM Visits,PM Visits,812.00,586.00,812.00,700.00,112.00,586.00,Vendor 012,Vendor 012,Under NTE,8/16/2025,YES,Match,Match,226.00,Manager 10
101229,Client A,Invoiced,1_Completed_Paid,IL,PM Visits,PM Visits,PM Visits,818.50,638.00,818.50,700.00,118.50,638.00,Vendor 012,Vendor 012,Under NTE,8/16/2025,YES,Match,Match,180.50,Manager 10
101230,Client A,Invoiced,1_Completed_Paid,IL,PM Visits,PM Visits,PM Visits,712.00,500.00,712.00,700.00,12.00,510.00,Vendor 012,Vendor 012,Under NTE,8/16/2025,YES,Match,Different,202.00,Manager 10
101233,Client A,Invoiced,1_Completed_Paid,IL,Plumbing,Toilet Repair,Normal - 30 days ,665.00,520.00,665.00,315.00,350.00,520.00,Vendor 012,Vendor 012,Under NTE,8/25/2025,YES,Match,Match,145.00,Manager 10
101238,Client A,Invoiced,1_Completed_Paid,IL,Fences and Gates,Fence and Gates General,Normal - 30 days ,668.25,501.00,668.25,525.00,143.25,501.00,Vendor 012,Vendor 012,Under NTE,8/24/2025,YES,Match,Match,167.25,Manager 10
101239,Client A,Invoiced,1_Completed_Paid,IL,"Doors, Frames & Hardware",General Door Repairs,Urgent - 24-48 hours,100.00,80.00,100.00,95.00,5.00,80.00,Vendor 012,Vendor 012,Under NTE,8/22/2025,YES,Match,Match,20.00,Manager 10
101252,Client A,Complete No Charge,1_Completed_Paid,TX,Plumbing,Sink Repair,Urgent - 24-48 hours,700.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Different,Match,,Manager 10
101280,Client A,Complete No Charge,1_Completed_Paid,TX,Plumbing,Toilet Repair,Normal - 30 days ,700.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Different,Match,,Manager 10
101312,Client A,Complete No Charge,1_Completed_Paid,TX,HVAC,HVAC Repairs,Normal - 30 days ,0.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Match,Match,,Manager 10
101344,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #2,PM Visits,1353.13,1013.00,1353.13,700.00,550.00,1013.00,Vendor 022,Vendor 022,Over NTE,8/31/2025,YES,Match,Match,340.13,Manager 10
101346,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #2,PM Visits,1423.49,1010.00,1423.49,700.00,615.00,1010.00,Vendor 022,Vendor 022,Over NTE,8/31/2025,YES,Match,Match,413.49,Manager 10
101348,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #2,PM Visits,828.11,555.00,828.11,700.00,65.00,555.00,Vendor 022,Vendor 022,Under NTE,8/31/2025,YES,Match,Match,273.11,Manager 10
101350,Client A,Invoiced,1_Completed_Paid,IL,PM Visits,PM Visit #2,PM Visits,1810.00,1486.00,1810.00,700.00,1110.00,1486.00,Vendor 012,Vendor 012,Over NTE,8/31/2025,YES,Match,Match,324.00,Manager 10
101352,Client A,Invoiced,1_Completed_Paid,IL,PM Visits,PM Visit #2,PM Visits,869.00,652.00,869.00,700.00,169.00,652.00,Vendor 012,Vendor 012,Under NTE,8/26/2025,YES,Match,Match,217.00,Manager 10
101357,Client B,Quoted - Awaiting Response,4_Quote_Stage,FL,Misc Site Work,Exterior Site Work,Priority 2 - 24 hours,2500.00,5883.75,2500.00,0.00,0.00,5883.75,Vendor 037,Vendor 037,Over NTE,,YES,Match,Match,-3383.75,Manager 08
101362,Client B,Complete No Charge,1_Completed_Paid,WV,Applicances,Refrigerators,Priority 1 - 4 hours,0.00,0.00,0.00,0.00,0.00,,Vendor 024,Vendor 024,Under NTE,,NO,Match,Match,,Manager 09
101364,Client B,Complete No Charge,1_Completed_Paid,FL,Plumbing,Plumbing General,Priority 2 - 24 hours,1000.00,252.50,0.00,0.00,0.00,,Vendor 038,Vendor 038,Under NTE,,NO,Different,Different,,Manager 08
101395,Client B,Complete No Charge,1_Completed_Paid,KY,Applicances,Coffee Machines,Priority 3 - 48 hours,0.00,0.00,0.00,0.00,0.00,,Vendor 035,Vendor 035,Under NTE,,NO,Match,Match,,Manager 09
101405,Client A,Complete No Charge,1_Completed_Paid,IL,Flooring,Flooring General,Normal - 30 days ,250.00,210.00,0.00,0.00,0.00,,Vendor 012,Vendor 012,Under NTE,,NO,Different,Different,,Manager 10
101406,Client A,Invoiced,1_Completed_Paid,IL,Painting,Painting General,Normal - 30 days ,275.00,213.00,275.00,210.00,65.00,213.00,Vendor 012,Vendor 012,Under NTE,8/31/2025,YES,Match,Match,62.00,Manager 10
101412,Client B,On Hold,5_Rejected_Cancelled,FL,Parking Lot,Paving,Priority 2 - 24 hours,6420.00,4878.00,6420.00,1680.00,4670.00,3250.00,Vendor 039,Vendor 039,Over NTE,,YES,Match,Different,3170.00,Manager 08
101417,Client A,Complete No Charge,1_Completed_Paid,TX,HVAC,HVAC Repairs,Normal - 30 days ,0.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Match,Match,,Manager 10
101422,Client A,Complete No Charge,1_Completed_Paid,TX,HVAC,HVAC Repairs,Normal - 30 days ,0.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Match,Match,,Manager 10
101434,Client B,Invoiced,1_Completed_Paid,AL,Applicances,Refrigerators,Priority 2 - 24 hours,905.00,705.00,905.00,380.00,250.00,705.00,Vendor 040,Vendor 040,Under NTE,9/15/2025,YES,Match,Match,200.00,Manager 09
101446,Client A,Invoiced,1_Completed_Paid,TX,"Doors, Frames & Hardware",Door Closers ,Normal - 30 days ,276.04,155.00,276.04,170.00,0.00,155.00,Vendor 022,Vendor 022,Under NTE,9/18/2025,YES,Match,Match,121.04,Manager 10
101447,Client A,Invoiced,1_Completed_Paid,TX,Electrician,Lighting General,Emergency - 2 hours,194.85,119.00,194.85,95.00,10.00,119.00,Vendor 022,Vendor 022,Under NTE,9/18/2025,YES,Match,Match,75.85,Manager 10
101454,Client B,Complete No Charge,1_Completed_Paid,TN,Applicances,Food Equipment,Priority 2 - 24 hours,1000.00,0.00,0.00,0.00,0.00,,Vendor 021,Vendor 021,Under NTE,,NO,Different,Match,,Manager 06
101458,Client B,Invoiced,1_Completed_Paid,FL,Awnings,Awning Repairs,Priority 3 - 48 hours,118673.00,54398.21,118673.00,81770.00,24018.00,54398.21,Vendor 041,Vendor 041,Over NTE,1/23/2026,YES,Match,Match,64274.79,Manager 08
101484,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #2,PM Visits,1071.68,781.00,1071.68,700.00,290.00,781.00,Vendor 022,Vendor 022,Over NTE,9/30/2025,YES,Match,Match,290.68,Manager 10
101488,Client A,Invoiced,1_Completed_Paid,IL,PM Visits,PM Visit #2,PM Visits,1296.00,1030.00,1296.00,700.00,596.00,1030.00,Vendor 012,Vendor 012,Over NTE,9/23/2025,YES,Match,Match,266.00,Manager 10
101490,Client B,Invoiced,1_Completed_Paid,FL,Awnings,Awning Repairs,Priority 3 - 48 hours,134563.00,94570.36,134563.00,108950.00,10728.00,94570.51,Vendor 042,Vendor 042,Over NTE,1/23/2026,YES,Match,Different,39992.49,Manager 08
101493,Client B,Complete No Charge,1_Completed_Paid,TN,Applicances,Food Equipment,Priority 1 - 4 hours,1000.00,0.00,0.00,0.00,0.00,,Vendor 024,Vendor 024,Under NTE,,NO,Different,Match,,Manager 09
101525,Client B,Complete No Charge,1_Completed_Paid,CA,Locksmith,Locksmith General,Priority 1 - 4 hours,1000.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Different,Match,,Manager 06
101526,Client B,Complete No Charge,1_Completed_Paid,TN,Applicances,Food Equipment,Priority 1 - 4 hours,1000.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Different,Match,,Manager 06
101527,Client B,Invoiced,1_Completed_Paid,CA,Applicances,Food Equipment,Priority 1 - 4 hours,862.50,700.00,862.50,562.50,0.00,700.00,Vendor 014,Vendor 014,Under NTE,9/30/2025,YES,Match,Match,162.50,Manager 06
101575,Client A,Complete No Charge,1_Completed_Paid,IL,Plumbing,Plumbing General,Urgent - 24-48 hours,0.00,0.00,0.00,0.00,0.00,,Vendor 012,Vendor 012,Under NTE,,NO,Match,Match,,Manager 10
101578,Client A,Invoiced,1_Completed_Paid,IL,PM Visits,PM Visit #1,PM Visits,1120.00,851.00,1120.00,700.00,420.00,851.00,Vendor 012,Vendor 012,Over NTE,9/12/2025,YES,Match,Match,269.00,Manager 10
101580,Client A,On Hold,5_Rejected_Cancelled,TX,Splash Pads,Splash Pad Winterization,Normal - 30 days ,0.00,700.00,0.00,0.00,0.00,,Vendor 006,Vendor 006,Under NTE,,NO,Match,Different,,Manager 10
101582,Client A,Complete No Charge,1_Completed_Paid,TX,Splash Pads,Splash Pad Winterization,Normal - 30 days ,0.00,0.00,0.00,0.00,0.00,,Vendor 027,Vendor 027,Under NTE,,NO,Match,Match,,Manager 10
101588,Client A,Invoiced,1_Completed_Paid,IL,Splash Pads,Splash Pad Winterization,Normal - 30 days ,1215.00,990.00,1215.00,1215.00,0.00,990.00,Vendor 005,Vendor 005,Over NTE,10/16/2025,YES,Match,Match,225.00,Manager 10
101590,Client A,Invoiced,1_Completed_Paid,IL,Splash Pads,Splash Pad Winterization,Normal - 30 days ,1095.00,905.86,1095.00,1080.00,15.00,905.86,Vendor 005,Vendor 005,Over NTE,10/24/2025,YES,Match,Match,189.14,Manager 10
101593,Client A,Complete No Charge,1_Completed_Paid,AZ,Splash Pads,Splash Pad Winterization,Normal - 30 days ,0.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Match,Match,,Manager 10
101606,Client A,Complete No Charge,1_Completed_Paid,IL,Fences and Gates,Fence and Gates General,Normal - 30 days ,250.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Different,Match,,Manager 10
101638,Client B,Invoiced,1_Completed_Paid,AL,HVAC,HVAC Repairs,Priority 4 - 30 days,651.70,0.00,651.70,651.70,0.00,,,,Under NTE,8/25/2025,NO,Match,Match,,Manager 07
101648,Client A,Invoiced,1_Completed_Paid,IL,Handyman,General,Normal - 30 days ,1102.64,765.00,1102.64,540.00,472.64,765.00,Vendor 012,Vendor 012,Over NTE,9/28/2025,YES,Match,Match,337.64,Manager 10
101650,Client A,Invoiced,1_Completed_Paid,IL,Electrician,Lighting General,Urgent - 24-48 hours,507.50,399.00,507.50,262.50,245.00,399.00,Vendor 012,Vendor 012,Under NTE,9/22/2025,YES,Match,Match,108.50,Manager 10
101655,Client B,Invoiced,1_Completed_Paid,KY,Applicances,Food Equipment,Priority 3 - 48 hours,528.87,414.67,528.87,380.00,53.87,414.67,Vendor 043,Vendor 043,Under NTE,9/15/2025,YES,Match,Match,114.20,Manager 09
101658,Client B,Invoiced,1_Completed_Paid,KY,Applicances,Coke Machines,Priority 1 - 4 hours,1097.50,921.98,1097.50,142.50,750.00,921.98,Vendor 043,Vendor 043,Over NTE,9/18/2025,YES,Match,Match,175.52,Manager 09
101661,Client A,Invoiced,1_Completed_Paid,TX,Painting,Painting Interior,Normal - 30 days ,3588.49,2620.00,3588.49,2560.00,755.00,2620.00,Vendor 022,Vendor 022,Over NTE,9/30/2025,YES,Match,Match,968.49,Manager 10
101664,Client B,Invoiced,1_Completed_Paid,TX,"Doors, Frames & Hardware",Door Hardware,Priority 3 - 48 hours,3545.18,3056.03,3545.18,1487.50,1757.68,3056.03,Vendor 044,Vendor 044,Over NTE,9/22/2025,YES,Match,Match,489.15,Manager 09
101671,Client B,Invoiced,1_Completed_Paid,AL,Applicances,Refrigerators,Priority 2 - 24 hours,1795.30,1601.35,1795.30,950.00,750.30,1601.35,Vendor 040,Vendor 040,Over NTE,10/22/2025,YES,Match,Match,193.95,Manager 06
101685,Client A,On Hold,5_Rejected_Cancelled,TX,Splash Pads,Splash Pads General,Normal - 30 days ,0.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Match,Match,,Manager 07
101686,Client A,On Hold,5_Rejected_Cancelled,TX,Splash Pads,Splash Pads General,Normal - 30 days ,0.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Match,Match,,Manager 07
101688,Client A,On Hold,5_Rejected_Cancelled,TX,Splash Pads,Splash Pads General,Normal - 30 days ,0.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Match,Match,,Manager 07
101706,Client B,Invoiced,1_Completed_Paid,CA,Applicances,Coke Machines,Priority 1 - 4 hours,2452.50,2036.26,2452.50,760.00,1502.50,2036.26,Vendor 045,Vendor 045,Over NTE,9/22/2025,YES,Match,Match,416.24,Manager 06
101713,Client B,Invoiced,1_Completed_Paid,KY,Applicances,Food Equipment,Priority 3 - 48 hours,662.68,432.68,662.68,380.00,92.68,432.68,Vendor 043,Vendor 043,Under NTE,9/24/2025,YES,Match,Match,230.00,Manager 09
101721,Client A,Complete No Charge,1_Completed_Paid,TX,Landscaping,Landscaping General,Emergency - 2 hours,0.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Match,Match,,Manager 10
101729,Client B,Complete No Charge,1_Completed_Paid,KY,Applicances,Ice Machines,Priority 1 - 4 hours,285.00,200.00,285.00,142.50,0.00,200.00,Vendor 043,Vendor 043,Under NTE,,YES,Match,Match,85.00,Manager 09
101737,Client A,On Hold,5_Rejected_Cancelled,IL,Splash Pads,Splash Pads General,Normal - 30 days ,0.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Match,Match,,Manager 07
101738,Client B,Complete - Followup Required,3_In_Progress,TN,HVAC,HVAC General,Priority 1 - 4 hours,1370.00,1350.00,1370.00,640.00,0.00,1350.00,Vendor 021,Vendor 021,Over NTE,,YES,Match,Match,20.00,Manager 08
101755,Client B,Invoiced,1_Completed_Paid,CA,Applicances,Food Equipment,Priority 1 - 4 hours,1010.00,600.00,1010.00,570.00,0.00,600.00,Vendor 014,Vendor 014,Over NTE,12/23/2025,YES,Match,Match,410.00,Manager 06
101762,Client B,Invoiced,1_Completed_Paid,TX,Signage,Monument Signage,Priority 3 - 48 hours,16979.01,12025.00,16979.01,7670.00,3850.00,12025.00,Vendor 046,Vendor 046,Over NTE,10/29/2025,YES,Match,Match,4954.01,Manager 08
101768,Client A,Complete No Charge,1_Completed_Paid,IL,Plumbing,Faucet Repairs,Urgent - 24-48 hours,0.00,0.00,0.00,0.00,0.00,,Vendor 012,Vendor 012,Under NTE,,NO,Match,Match,,Manager 10
101769,Client A,Complete No Charge,1_Completed_Paid,IL,"Doors, Frames & Hardware",Door Closers ,Urgent - 24-48 hours,0.00,0.00,0.00,0.00,0.00,,Vendor 012,Vendor 012,Under NTE,,NO,Match,Match,,Manager 10
101771,Client A,On Hold,5_Rejected_Cancelled,KS,Splash Pads,Splash Pads General,PM Visits,0.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Match,Match,,Manager 07
101782,Client A,Scheduled,3_In_Progress,OH,Splash Pads,Splash Pads General,Normal - 30 days ,25000.00,21250.00,25000.00,25000.00,0.00,,Vendor 047,Vendor 047,Over NTE,,NO,Match,Different,,Manager 07
101788,Client A,Complete No Charge,1_Completed_Paid,TX,HVAC,HVAC Repairs,Normal - 30 days ,750.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Different,Match,,Manager 10
101792,Client A,Invoiced,1_Completed_Paid,IL,Applicances,Dryers,Normal - 30 days ,172.50,125.00,172.50,172.50,0.00,125.00,Vendor 012,Vendor 012,Under NTE,9/28/2025,YES,Match,Match,47.50,Manager 10
101798,Client A,Complete No Charge,1_Completed_Paid,TX,Ponds,Pond Repairs,Normal - 30 days ,500.00,0.00,0.00,0.00,0.00,,,,Under NTE,,NO,Different,Match,,Manager 10
